CustomerID;FirstName;MiddleName;LastName;Suffix;CompanyName;SalesPerson;EmailAddress;Phone;ModifiedDate
317;Jacob;N.;Dean;;Finer Riding Supplies;adventure-works\josé1;jacob0@adventure-works.com;767-555-0151;2005-08-01T00:00:00
318;Ann;;Beebe;;First-Rate Outlet;adventure-works\garrett1;ann0@adventure-works.com;277-555-0169;2005-08-01T00:00:00
322;Matthew;J.;Miller;;Tachometers and Accessories;adventure-works\jae0;matthew5@adventure-works.com;1 (11) 500 555-0176;2006-09-01T00:00:00
323;Jo;;Brown;;Metro Bike Works;adventure-works\michael9;jo2@adventure-works.com;689-555-0130;2006-08-01T00:00:00
325;Virginia;L.;Miller;;All Cycle Shop;adventure-works\pamela0;virginia0@adventure-works.com;918-555-0127;2006-07-01T00:00:00
326;Scott;;Gode;;Year-Round Sports;adventure-works\david8;scott4@adventure-works.com;164-555-0145;2005-08-01T00:00:00
327;Caroline;A.;Vicknair;;World of Bikes;adventure-works\jillian0;caroline0@adventure-works.com;695-555-0158;2006-09-01T00:00:00
328;Robert;R.;Vessa;;Totes & Baskets Company;adventure-works\jillian0;robert13@adventure-works.com;560-555-0171;2005-08-01T00:00:00
329;Andreas;;Berglund;;Unicycles, Bicycles, and Tricycles;adventure-works\shu0;andreas1@adventure-works.com;795-555-0116;2005-08-01T00:00:00
330;Mete;;Goktepe;;The New Bike Store;adventure-works\linda3;mete0@adventure-works.com;637-555-0120;2005-12-01T00:00:00
331;Wanda;F.;Vernon;;Technical Parts Manufacturing;adventure-works\shu0;wanda0@adventure-works.com;433-555-0168;2007-07-01T00:00:00
334;Dora;P.;Verdad;;Retreat Inn;adventure-works\josé1;dora0@adventure-works.com;155-555-0140;2006-08-01T00:00:00
335;John;M.;Berger;Jr.;Scratch-Resistant Finishes Company;adventure-works\josé1;john10@adventure-works.com;156-555-0111;2005-08-01T00:00:00
336;Brian;R;Goldstein;;Primary Bike Distributors;adventure-works\garrett1;brian4@adventure-works.com;495-555-0161;2005-08-01T00:00:00
340;Raja;D.;Venugopal;;Nearby Cycle Shop;adventure-works\jae0;raja0@adventure-works.com;1 (11) 500 555-0195;2006-09-01T00:00:00
343;Patricia;M.;Vasquez;;Mail-Order Outlet;adventure-works\pamela0;patricia2@adventure-works.com;490-555-0132;2006-08-01T00:00:00
344;Karren;K.;Burkhardt;;Fifth Bike Store;adventure-works\david8;karren0@adventure-works.com;652-555-0132;2005-07-01T00:00:00
345;Abigail;J.;Gonzalez;;Genial Bike Associates;adventure-works\jillian0;abigail0@adventure-works.com;121-555-0139;2006-08-01T00:00:00
346;Ranjit;Rudra;Varkey Chudukatil;;Great Bicycle Supply;adventure-works\jillian0;ranjit1@adventure-works.com;810-555-0160;2005-08-01T00:00:00
347;Ingrid;K.;Burkhardt;;Bike Universe;adventure-works\shu0;ingrid0@adventure-works.com;857-555-0187;2005-08-01T00:00:00
348;Oscar;L.;Alpuerto;;Bold Bike Accessories;adventure-works\linda3;oscar0@adventure-works.com;855-555-0174;2005-08-01T00:00:00
349;Gary;T;Vargas;;Exercise Center;adventure-works\shu0;gary6@adventure-works.com;112-555-0176;2006-09-01T00:00:00
352;Shane;S.;Kim;;Twelfth Bike Store;adventure-works\josé1;shane2@adventure-works.com;155-555-0149;2006-08-01T00:00:00
353;Joan;M.;Campbell;;Two-Wheeled Transit Company;adventure-works\josé1;joan0@adventure-works.com;700-555-0155;2005-08-01T00:00:00
354;Maxwell;J.;Amland;;Serious Cycles;adventure-works\garrett1;maxwell0@adventure-works.com;614-555-0134;2005-08-01T00:00:00
358;Joe;;Kim;;Mail Market;adventure-works\jae0;joe1@adventure-works.com;1 (11) 500 555-0144;2007-08-01T00:00:00
360;Ramona;J.;Antrim;;Novelty Bikes;adventure-works\michael9;ramona0@adventure-works.com;327-555-0148;2007-08-01T00:00:00
361;Karan;;Khanna;;Fitness Supplies;adventure-works\pamela0;karan1@adventure-works.com;390-555-0150;2007-08-01T00:00:00
362;Sharon;A.;Crow;;Grand Cycle Store;adventure-works\david8;sharon1@adventure-works.com;889-555-0176;2007-08-01T00:00:00
363;Chris;;Ashton;;Immense Manufacturing Company;adventure-works\jillian0;chris3@adventure-works.com;556-555-0145;2007-08-01T00:00:00
364;Imtiaz;;Khan;;District Mall;adventure-works\jillian0;imtiaz0@adventure-works.com;249-555-0179;2005-08-01T00:00:00
365;Jack;;Creasey;;Distinctive Store;adventure-works\shu0;jack2@adventure-works.com;539-555-0182;2005-09-01T00:00:00
366;Teresa;;Atkinson;;Extended Bike Sales;adventure-works\linda3;teresa0@adventure-works.com;129-555-0110;2005-09-01T00:00:00
367;Tammy;J.;Khan;;Brown Bicycle Company;adventure-works\shu0;tammy0@adventure-works.com;145-555-0166;2005-09-01T00:00:00
370;Elizabeth;;Keyser;;Acceptable Sales & Service;adventure-works\josé1;elizabeth2@adventure-works.com;656-555-0173;2005-08-01T00:00:00
371;Bruno;;Costa Da Silva;;Custom Sales and Service;adventure-works\josé1;bruno0@adventure-works.com;140-555-0143;2005-08-01T00:00:00
372;Katherine;K.;Swan;;Top Bike Market;adventure-works\garrett1;katherine1@adventure-works.com;421-555-0192;2007-09-01T00:00:00
376;Mary;R.;Kesslep;;Commerce Bicycle Specialists;adventure-works\jae0;mary8@adventure-works.com;1 (11) 500 555-0146;2006-08-01T00:00:00
377;Marlin;M.;Coriell;;Grand Sport Boutique;adventure-works\michael9;marlin0@adventure-works.com;941-555-0155;2006-08-01T00:00:00
379;Kevin;;Kennedy;;Fad Outlet;adventure-works\pamela0;kevin4@adventure-works.com;275-555-0179;2006-09-01T00:00:00
380;Eva;;Corets;;First Department Stores;adventure-works\david8;eva0@adventure-works.com;542-555-0164;2006-07-01T00:00:00
381;Julie;;Taft-Rider;;Bicycle Lines Distributors;adventure-works\jillian0;julie1@adventure-works.com;145-555-0194;2006-08-01T00:00:00
382;Robert;;Kelly;;Beneficial Exercises and Activities;adventure-works\jillian0;robert7@adventure-works.com;510-555-0123;2006-09-01T00:00:00
383;Scott;;Cooper;;Vehicle Shop;adventure-works\shu0;scott2@adventure-works.com;773-555-0182;2005-10-01T00:00:00
384;Clarence;R.;Tatman;;Sparkling Paint and Finishes;adventure-works\linda3;clarence0@adventure-works.com;787-555-0128;2005-08-01T00:00:00
385;John;;Kelly;;Sturdy Toys;adventure-works\shu0;john22@adventure-works.com;330-555-0116;2005-08-01T00:00:00
388;Victor;A.;Kelley;;Road Way Sales and Rental;adventure-works\josé1;victor0@adventure-works.com;112-555-0195;2006-12-01T00:00:00
389;Dorothy;J.;Contreras;;Sixth Bike Store;adventure-works\josé1;dorothy0@adventure-works.com;428-555-0176;2005-08-01T00:00:00
390;Mike;M.;Taylor;;Plastic Parts Company;adventure-works\garrett1;mike6@adventure-works.com;204-555-0189;2005-11-01T00:00:00
394;Bonnie;;Kearney;;Little Sports Center;adventure-works\jae0;bonnie1@adventure-works.com;1 (11) 500 555-0116;2007-08-01T00:00:00
395;June;B.;Brunner;;Online Bike Sellers;adventure-works\michael9;june0@adventure-works.com;249-555-0172;2006-09-01T00:00:00
397;Sandeep;;Katyal;;Capable Sales and Service;adventure-works\pamela0;sandeep2@adventure-works.com;928-555-0117;2005-07-01T00:00:00
398;Shirley;R.;Bruner;;Commendable Bikes;adventure-works\david8;shirley0@adventure-works.com;383-555-0155;2006-07-01T00:00:00
399;Chad;J.;Tedford;;Big Cycle Mall;adventure-works\jillian0;chad1@adventure-works.com;588-555-0128;2007-08-01T00:00:00
400;Peter;;Houston;;Local Sales and Rental;adventure-works\jillian0;peter3@adventure-works.com;632-555-0171;2007-09-01T00:00:00
401;Tom;H;Johnston;;Brightwork Company;adventure-works\shu0;tom1@adventure-works.com;883-555-0177;2005-08-01T00:00:00
402;Marian;M.;Berch;;Pro Sporting Goods;adventure-works\linda3;marian0@adventure-works.com;640-555-0198;2005-08-01T00:00:00
403;Juanita;J.;Holman;;Affordable Sports Equipment;adventure-works\shu0;juanita0@adventure-works.com;996-555-0196;2005-08-01T00:00:00
406;Eddie;M.;Holmes;;The Commissary;adventure-works\josé1;eddie0@adventure-works.com;570-555-0199;2006-12-01T00:00:00
407;Robert;A.;Avalos;;Workout Emporium;adventure-works\josé1;robert2@adventure-works.com;665-555-0198;2007-09-01T00:00:00
408;Alexander;J.;Berger;II;Odometers and Accessories Company;adventure-works\garrett1;alexander0@adventure-works.com;519-555-0151;2007-09-01T00:00:00
412;Jean;J.;Holloway;;Leisure Clearing House;adventure-works\jae0;jean2@adventure-works.com;1 (11) 500 555-0181;2006-08-01T00:00:00
415;Greg;;Chapman;;Imaginary Toys;adventure-works\pamela0;greg1@adventure-works.com;708-555-0169;2006-07-01T00:00:00
416;Angela;;Barbariol;;Impromptu Trips;adventure-works\david8;angela1@adventure-works.com;134-555-0182;2006-07-01T00:00:00
417;Ruth;A.;Choin;;Genuine Bike Shop;adventure-works\jillian0;ruth1@adventure-works.com;273-555-0181;2005-09-01T00:00:00
418;Lee;J.;Chapla;;Good Bike Shop;adventure-works\jillian0;lee0@adventure-works.com;223-555-0184;2005-09-01T00:00:00
419;Darrell;M.;Banks;;Exertion Activities Club;adventure-works\shu0;darrell0@adventure-works.com;816-555-0118;2005-09-01T00:00:00
420;Anthony;;Chor;;Extreme Riding Supplies;adventure-works\linda3;anthony0@adventure-works.com;429-555-0145;2007-09-01T00:00:00
421;Forrest;J.;Chandler;;Fitness Cycling;adventure-works\shu0;forrest0@adventure-works.com;448-555-0179;2007-07-01T00:00:00
424;Eli;;Bowen;;Bikes for Two;adventure-works\josé1;eli0@adventure-works.com;371-555-0143;2006-09-01T00:00:00
425;Stephen;Yuan;Jiang;;Bikes for Kids and Adults;adventure-works\josé1;stephen3@adventure-works.com;910-555-0116;2006-07-01T00:00:00
426;Dirk;J.;Bruno;;Custom Accessories Company;adventure-works\garrett1;dirk0@adventure-works.com;817-555-0114;2006-08-01T00:00:00
430;Gustavo;;Camargo;;Uttermost Bike Shop;adventure-works\jae0;gustavo1@adventure-works.com;1 (11) 500 555-0118;2006-08-01T00:00:00
431;Douglas;A.;Baldwin;Jr.;Small Cycle Store;adventure-works\michael9;douglas1@adventure-works.com;583-555-0130;2005-07-01T00:00:00
433;Lindsey;R.;Camacho;;Thorough Parts and Repair Services;adventure-works\pamela0;lindsey0@adventure-works.com;827-555-0143;2005-08-01T00:00:00
434;James;B.;Bailey;Jr.;Road-Way Mart;adventure-works\david8;james3@adventure-works.com;234-555-0112;2006-10-01T00:00:00
435;Carol;B.;Elliott;;Satin Finish Company;adventure-works\jillian0;carol2@adventure-works.com;847-555-0151;2006-08-01T00:00:00
436;Barbara;J.;Calone;;Sheet Metal Manufacturing;adventure-works\jillian0;barbara2@adventure-works.com;145-555-0152;2006-08-01T00:00:00
437;Megan;E.;Burke;;Professional Cycle Store;adventure-works\shu0;megan0@adventure-works.com;148-555-0149;2006-07-01T00:00:00
438;Cory;K.;Booth;;Remarkable Bike Store;adventure-works\linda3;cory0@adventure-works.com;121-555-0157;2005-12-01T00:00:00
439;Shannon;P.;Elliott;;Regional Manufacturing;adventure-works\shu0;shannon0@adventure-works.com;425-555-0158;2005-09-01T00:00:00
442;Jauna;E.;Elson;;Original Bicycle Supply Company;adventure-works\josé1;jauna0@adventure-works.com;185-555-0190;2005-07-01T00:00:00
443;Janaina Barreiro Gambaro;;Bueno;;Courteous Bicycle Specialists;adventure-works\josé1;janainabarreirogambaro0@adventure-works.com;476-555-0184;2007-09-01T00:00:00
444;Shaun;;Beasley;;Finer Cycle Shop;adventure-works\garrett1;shaun0@adventure-works.com;396-555-0187;2006-08-01T00:00:00
448;Terry;;Eminhizer;;Action Bicycle Specialists;adventure-works\jae0;terry1@adventure-works.com;1 (11) 500 555-0176;2007-09-01T00:00:00
451;John;;Emory;;Roadway Bike Emporium;adventure-works\pamela0;john16@adventure-works.com;691-555-0149;2007-07-01T00:00:00
452;Olga;J.;Trau;;A Cycle Shop;adventure-works\david8;olga0@adventure-works.com;398-555-0167;2007-07-01T00:00:00
453;Jon;;Ganio;;Unique Bikes;adventure-works\jillian0;jon0@adventure-works.com;672-555-0112;2005-09-01T00:00:00
454;Gail;;Erickson;;Sleek Bikes ;adventure-works\jillian0;gail1@adventure-works.com;834-555-0132;2007-09-01T00:00:00
455;James;R.;Tran;;Timely Shipping Service;adventure-works\shu0;james15@adventure-works.com;740-555-0159;2007-09-01T00:00:00
456;Michael;;Galos;;Riding Excursions;adventure-works\linda3;michael15@adventure-works.com;912-555-0149;2006-01-01T00:00:00
457;Mark;B;Erickson;;Retail Sporting Equipment;adventure-works\shu0;mark2@adventure-works.com;962-555-0112;2006-09-01T00:00:00
460;Martha;R.;Espinoza;;Price-Cutter Discount Bikes;adventure-works\josé1;martha0@adventure-works.com;753-555-0179;2005-09-01T00:00:00
461;Glenn;J.;Track;II;Active Life Toys;adventure-works\josé1;glenn0@adventure-works.com;907-555-0170;2006-09-01T00:00:00
462;Bob;;Gage;;General Riding Supplies;adventure-works\garrett1;bob1@adventure-works.com;962-555-0175;2007-02-01T00:00:00
466;Janeth;;Esteves;;Central Bicycle Specialists;adventure-works\jae0;janeth1@adventure-works.com;1 (11) 500 555-0136;2007-09-01T00:00:00
468;Paul;J.;Fulton;;Blue Bicycle Company;adventure-works\michael9;paul3@adventure-works.com;492-555-0146;2006-08-01T00:00:00
469;Twanna;R.;Evans;;Vast Bike Sales and Rental;adventure-works\pamela0;twanna0@adventure-works.com;554-555-0124;2005-08-01T00:00:00
470;Delia;B.;Toone;;Wingtip Toys;adventure-works\david8;delia0@adventure-works.com;328-555-0192;2007-09-01T00:00:00
471;John;;Ford;;Social Activities Club;adventure-works\jillian0;john19@adventure-works.com;596-555-0153;2005-08-01T00:00:00
472;Ann;R.;Evans;;Summer Sports Place;adventure-works\jillian0;ann1@adventure-works.com;252-555-0127;2006-09-01T00:00:00
473;Kay;E.;Krane;;Racing Toys;adventure-works\shu0;kay0@adventure-works.com;731-555-0187;2005-09-01T00:00:00
474;Mihail;;Frintu;;Retail Cycle Shop;adventure-works\linda3;mihail1@adventure-works.com;777-555-0163;2006-09-01T00:00:00
475;John;;Evans;;Real Sporting Goods;adventure-works\shu0;john17@adventure-works.com;581-555-0172;2006-07-01T00:00:00
478;Ruby Sue;R.;Styles;;Major Cycling;adventure-works\josé1;rubysue0@adventure-works.com;512-555-0122;2005-08-01T00:00:00
479;Lori;;Kane;;General Supplies;adventure-works\josé1;lori2@adventure-works.com;765-555-0141;2006-08-01T00:00:00
480;Susan;E.;French;;General Bike Corporation;adventure-works\garrett1;susan3@adventure-works.com;994-555-0194;2005-07-01T00:00:00
484;Gary;J.;Suess;;Downhill Bicycle Specialists;adventure-works\jae0;gary5@adventure-works.com;1 (11) 500 555-0199;2006-08-01T00:00:00
487;Ruth;J.;Suffin;;Bike Experts;adventure-works\pamela0;ruth2@adventure-works.com;924-555-0195;2006-08-01T00:00:00
488;Margaret;J.;Smith;;Bicycle Accessories and Kits;adventure-works\david8;margaret0@adventure-works.com;959-555-0151;2009-05-16T16:33:33
489;Dorothy;J.;Fox;;Cash & Carry Bikes;adventure-works\jillian0;dorothy1@adventure-works.com;191-555-0198;2006-09-01T00:00:00
490;Elizabeth;J.;Sullivan;;Extraordinary Bike Works;adventure-works\jillian0;elizabeth4@adventure-works.com;306-555-0112;2006-09-01T00:00:00
491;Frances;B.;Adams;;Area Bike Accessories;adventure-works\shu0;frances0@adventure-works.com;991-555-0183;2009-05-16T16:33:33
492;Garth;;Fort;;Basic Sports Equipment;adventure-works\linda3;garth0@adventure-works.com;768-555-0125;2005-08-01T00:00:00
493;Michael;;Sullivan;;Valley Bicycle Distributors;adventure-works\shu0;michael24@adventure-works.com;323-555-0113;2006-11-01T00:00:00
496;Marcia;J.;Sultan;;Top Sports Supply;adventure-works\josé1;marcia0@adventure-works.com;613-555-0116;2006-07-01T00:00:00
497;Amy;E.;Alberts;;Valley Toy Store;adventure-works\josé1;amy1@adventure-works.com;727-555-0115;2006-09-01T00:00:00
498;Kelly;;Focht;;Quick Delivery Service;adventure-works\garrett1;kelly0@adventure-works.com;272-555-0123;2005-09-01T00:00:00
502;Krishna;;Sunkammurali;;Metropolitan Bicycle Supply;adventure-works\jae0;krishna1@adventure-works.com;1 (11) 500 555-0177;2006-09-01T00:00:00
504;Mae;M.;Black;;Historic Bicycle Sales;adventure-works\michael9;mae1@adventure-works.com;264-555-0143;2005-07-01T00:00:00
505;Brad;;Sutton;;Honest Repair Service;adventure-works\pamela0;brad0@adventure-works.com;688-555-0115;2007-07-01T00:00:00
506;François;;Ferrier;;Great Bikes ;adventure-works\david8;françois1@adventure-works.com;571-555-0128;2005-07-01T00:00:00
507;Mary;;Bishop;;Global Sporting Goods;adventure-works\jillian0;mary4@adventure-works.com;176-555-0136;2005-07-01T00:00:00
508;Martin;J.;Svoboda;IV;Designer Department Stores;adventure-works\jillian0;martin1@adventure-works.com;132-555-0149;2005-07-01T00:00:00
509;Robert;E.;Ahlering;;Fun Toys and Bikes;adventure-works\shu0;robert1@adventure-works.com;678-555-0175;2007-09-01T00:00:00
510;Jimmy;;Bischoff;;World Bike Discount Store;adventure-works\linda3;jimmy1@adventure-works.com;992-555-0111;2005-07-01T00:00:00
511;Abraham;L.;Swearengin;;Wheel Gallery;adventure-works\shu0;abraham0@adventure-works.com;926-555-0136;2005-07-01T00:00:00
514;Ryan;;Calafato;;Retail Mall;adventure-works\josé1;ryan1@adventure-works.com;726-555-0155;2005-07-01T00:00:00
515;Dragan;;Tomic;;Rural Bicycle Supply;adventure-works\josé1;dragan1@adventure-works.com;833-555-0167;2005-07-01T00:00:00
516;Thomas;R.;Michaels;;Seats and Saddles Company;adventure-works\garrett1;thomas2@adventure-works.com;162-555-0174;2006-11-01T00:00:00
520;Mari;B.;Caldwell;;Metro Metals Co.;adventure-works\jae0;mari0@adventure-works.com;1 (11) 500 555-0118;2007-08-01T00:00:00
523;Mary;M.;Gimmi;;Futuristic Sport Distributors;adventure-works\shu0;mary6@adventure-works.com;149-555-0196;2006-07-01T00:00:00
526;David;L.;Givens;;Finer Sales and Service;adventure-works\josé1;david15@adventure-works.com;605-555-0111;2005-12-01T00:00:00
527;Diane;;Tibbott;;Fun Times Club;adventure-works\shu0;diane5@adventure-works.com;847-555-0184;2005-08-01T00:00:00
528;Helen;M.;Meyer;;Alpine Ski House;adventure-works\linda3;helen2@adventure-works.com;519-555-0112;2005-11-01T00:00:00
529;Jeanie;R.;Glenn;PhD;Big-Time Bike Store;adventure-works\shu0;jeanie0@adventure-works.com;669-555-0149;2006-08-01T00:00:00
532;Diane;R.;Glimp;;The Showroom;adventure-works\josé1;diane3@adventure-works.com;898-555-0137;2005-11-01T00:00:00
533;Yuping;;Tian;;Tenth Bike Store;adventure-works\josé1;yuping0@adventure-works.com;744-555-0123;2005-08-01T00:00:00
534;Stephen;A.;Mew;;Recommended Bicycles;adventure-works\garrett1;stephen4@adventure-works.com;399-555-0114;2005-11-01T00:00:00
538;John;R.;Brooks;;Prosperous Tours;adventure-works\jae0;john12@adventure-works.com;1 (11) 500 555-0179;2006-07-01T00:00:00
541;Willie;P.;Brooks;Jr.;Nonskid Tire Company;adventure-works\pamela0;willie0@adventure-works.com;525-555-0174;2005-11-01T00:00:00
542;Andrew;P.;Kobylinski;;Finer Parts Shop;adventure-works\david8;andrew5@adventure-works.com;129-555-0185;2005-12-01T00:00:00
543;R. Morgan;L.;Mendoza;;Friendly Neighborhood Bikes;adventure-works\jillian0;rmorgan0@adventure-works.com;963-555-0146;2007-06-01T00:00:00
544;Jay;;Adams;;Valley Bicycle Specialists;adventure-works\jillian0;jay1@adventure-works.com;158-555-0142;2009-05-16T16:33:33
545;Christian;;Kleinerman;;Finish and Sealant Products;adventure-works\shu0;christian1@adventure-works.com;362-555-0177;2005-09-01T00:00:00
546;Anton;;Kirilov;;Field Trip Store;adventure-works\linda3;anton0@adventure-works.com;608-555-0162;2006-08-01T00:00:00
547;Gladys;F.;Mendiola;;Curbside Sporting Goods;adventure-works\shu0;gladys0@adventure-works.com;535-555-0189;2006-08-01T00:00:00
550;Raquel;;Mello;;Remote Bicycle Specialists;adventure-works\josé1;raquel0@adventure-works.com;723-555-0124;2006-09-01T00:00:00
551;Samuel;N.;Agcaoili;;Vinyl and Plastic Goods Corporation;adventure-works\josé1;samuel0@adventure-works.com;554-555-0110;2005-09-01T00:00:00
552;Tim;;Kim;;Consolidated Messenger;adventure-works\garrett1;tim0@adventure-works.com;244-555-0115;2007-08-01T00:00:00
556;Nancy;A.;McPhearson;;Variety Cycling;adventure-works\jae0;nancy3@adventure-works.com;1 (11) 500 555-0195;2007-08-01T00:00:00
559;Nkenge;;McLin;;Some Discount Store;adventure-works\pamela0;nkenge0@adventure-works.com;158-555-0123;2005-08-01T00:00:00
560;Paul;L.;Alcorn;;Major Sport Suppliers;adventure-works\david8;paul2@adventure-works.com;331-555-0162;2007-07-01T00:00:00
561;Marvin;N.;Allen;;Mountain Toy Store;adventure-works\jillian0;marvin0@adventure-works.com;447-555-0110;2005-12-01T00:00:00
562;Yvonne;;McKay;;Practical Bike Supply Company;adventure-works\jillian0;yvonne1@adventure-works.com;623-555-0144;2005-09-01T00:00:00
563;Sean;P.;Jacobson;;Systematic Sales;adventure-works\shu0;sean2@adventure-works.com;555-555-0162;2007-08-01T00:00:00
564;Michelle;;Alexander;;Imported and Domestic Cycles;adventure-works\linda3;michelle0@adventure-works.com;115-555-0175;2007-05-01T00:00:00
565;Richard;M.;Bentley;Jr.;Metallic Paint and Overcoat Co;adventure-works\shu0;richard0@adventure-works.com;911-555-0153;2007-05-01T00:00:00
568;Curtis;P.;Howard;;Economy Center;adventure-works\josé1;curtis0@adventure-works.com;555-555-0162;2005-08-01T00:00:00
569;Cecil;J.;Allison;;Designated Distributors;adventure-works\josé1;cecil0@adventure-works.com;699-555-0155;2005-08-01T00:00:00
570;Gregory;F.;Alderson;;Family's Favorite Bike Shop;adventure-works\garrett1;gregory0@adventure-works.com;968-555-0153;2006-08-01T00:00:00
574;Janice;K.;Hows;;Area Sheet Metal Supply;adventure-works\jae0;janice1@adventure-works.com;1 (11) 500 555-0119;2006-08-01T00:00:00
577;George;M.;Huckaby;;Synthetic Materials Manufacturing;adventure-works\pamela0;george1@adventure-works.com;851-555-0127;2006-01-01T00:00:00
578;Carolyn;;Farino;;The Bike Shop;adventure-works\david8;carolyn0@adventure-works.com;957-555-0125;2005-07-01T00:00:00
579;Kim;;Abercrombie;;Riders Company;adventure-works\jillian0;kim2@adventure-works.com;334-555-0137;2009-05-16T16:33:33
580;Joshua;J.;Huff;;Rural Sales and Service;adventure-works\jillian0;joshua0@adventure-works.com;190-555-0186;2006-03-01T00:00:00
581;Geri;P.;Farrell;;Safe Toys;adventure-works\shu0;geri0@adventure-works.com;329-555-0183;2005-09-01T00:00:00
582;Catherine;R.;Abel;;Professional Sales and Service;adventure-works\linda3;catherine0@adventure-works.com;747-555-0171;2009-05-16T16:33:33
583;Laura;C.;Steele;;Professional Containers and Packaging Co.;adventure-works\shu0;laura3@adventure-works.com;741-555-0173;2006-08-01T00:00:00
586;Shanay;B.;Steelman;;One Bike Company;adventure-works\josé1;shanay0@adventure-works.com;797-555-0118;2006-09-01T00:00:00
587;Rhoda;J.;Finley;;Our Sporting Goods Store;adventure-works\josé1;rhoda0@adventure-works.com;920-555-0191;2006-09-01T00:00:00
588;Pat;A.;Chambers;;General Cycle Storehouse;adventure-works\garrett1;pat1@adventure-works.com;127-555-0124;2005-09-01T00:00:00
592;Stefano;;Stefani;;Cycling Goods;adventure-works\jae0;stefano0@adventure-works.com;1 (11) 500 555-0115;2006-08-01T00:00:00
595;Alan;;Steiner;;Cycle Clearance;adventure-works\pamela0;alan4@adventure-works.com;792-555-0194;2007-09-01T00:00:00
596;Kathie;;Flood;;Coho Sports;adventure-works\david8;kathie1@adventure-works.com;627-555-0192;2006-08-01T00:00:00
597;Bob;;Hodges;;All Seasons Sports Supply;adventure-works\jillian0;bob2@adventure-works.com;129-555-0120;2007-07-01T00:00:00
598;Derik;;Stenerson;;Black Bicycle Company;adventure-works\jillian0;derik0@adventure-works.com;441-555-0144;2007-02-01T00:00:00
599;Raul;E.;Casts;;Westside Plaza;adventure-works\shu0;raul0@adventure-works.com;362-555-0162;2007-07-01T00:00:00
600;Holly;J.;Holt;;Strenuous Exercise Shop;adventure-works\linda3;holly1@adventure-works.com;654-555-0150;2007-07-01T00:00:00
601;Vassar;J.;Stern;;Transport Bikes;adventure-works\shu0;vassar0@adventure-works.com;328-555-0123;2007-09-01T00:00:00
604;Wathalee;R.;Steuber;;Sellers of Cycles;adventure-works\pamela0;wathalee0@adventure-works.com;517-555-0120;2007-09-01T00:00:00
605;Matthew;J.;Cavallari;;Outstanding Cycles;adventure-works\david8;matthew1@adventure-works.com;695-555-0161;2007-08-01T00:00:00
606;Helge;;Hoeing;;Little Bicycle Supply Shop;adventure-works\jillian0;helge0@adventure-works.com;850-555-0198;2007-08-01T00:00:00
607;Alice;M.;Steiner;;Maintenance and Repair for Bicycles;adventure-works\jillian0;alice4@adventure-works.com;355-555-0180;2007-08-01T00:00:00
608;Steven;B.;Brown;IV;Golf and Cycle Store;adventure-works\shu0;steven1@adventure-works.com;280-555-0124;2005-09-01T00:00:00
609;David;;Hodgson;;Good Toys;adventure-works\linda3;david16@adventure-works.com;969-555-0117;2006-09-01T00:00:00
610;Liza Marie;N.;Stevens;;Fitness Department Stores;adventure-works\shu0;lizamarie0@adventure-works.com;366-555-0110;2007-08-01T00:00:00
613;Jim;;Stewart;;Famous Bike Shop;adventure-works\garrett1;jim5@adventure-works.com;226-555-0110;2006-09-01T00:00:00
617;Arlene;;Huff;;Tubeless Tire Company;adventure-works\jae0;arlene0@adventure-works.com;1 (11) 500 555-0146;2007-08-01T00:00:00
620;Matthew;M.;Hunter;;Tires and Tubes;adventure-works\pamela0;matthew4@adventure-works.com;482-555-0188;2005-07-01T00:00:00
621;Matthew;;Hink;;Running and Cycling Gear;adventure-works\david8;matthew3@adventure-works.com;146-555-0176;2007-09-01T00:00:00
622;Robert;B.;Stotka;;Gift and Toy Store;adventure-works\jillian0;robert12@adventure-works.com;493-555-0185;2006-07-01T00:00:00
623;Phyllis;R.;Huntsman;;Hardware Components;adventure-works\jillian0;phyllis1@adventure-works.com;153-555-0195;2005-08-01T00:00:00
624;Mike;;Hines;;First Cycle Store;adventure-works\shu0;mike3@adventure-works.com;454-555-0160;2005-09-01T00:00:00
625;Kayla;M.;Stotler;;Major Sporting Goods;adventure-works\linda3;kayla0@adventure-works.com;315-555-0131;2007-02-01T00:00:00
626;Lawrence;E.;Hurkett;;Retail Sporting Goods;adventure-works\shu0;lawrence0@adventure-works.com;129-555-0185;2006-10-01T00:00:00
629;Ryan;;Ihrig;;Efficient Cycling;adventure-works\josé1;ryan4@adventure-works.com;809-555-0152;2007-08-01T00:00:00
630;Andrew;R.;Hill;;Eastside Parts Shop;adventure-works\josé1;andrew4@adventure-works.com;194-555-0149;2007-09-01T00:00:00
631;Robert;P.;Lyeba;;Tandem Sales and Service;adventure-works\garrett1;robert8@adventure-works.com;631-555-0155;2005-09-01T00:00:00
635;Roger;;Van Houten;;Sports Store;adventure-works\jae0;roger2@adventure-works.com;1 (11) 500 555-0110;2006-12-01T00:00:00
637;Robert;;Lyon;;Reliable Retail Center;adventure-works\garrett1;robert9@adventure-works.com;666-555-0143;2006-09-01T00:00:00
641;Rose;M.;Vandenouer;;Extended Tours;adventure-works\jae0;rose1@adventure-works.com;1 (11) 500 555-0140;2006-07-01T00:00:00
643;Denise;R.;Maccietto;;Friendly Bike Shop;adventure-works\michael9;denise1@adventure-works.com;537-555-0190;2005-10-01T00:00:00
